call_id,agent_id,org_id,installment_id,status,duration,created_ts,call_date,users_first_name,users_last_name,users_office_location,login_time,total_call_made,unique_loan,complete_call_count,complete_rate,average_call,is_present
C1266,A009,O3,L1365,completed,1.15,2025-04-28T11:46:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,7.0,0.2692307692307692,7.4,1
C2698,A008,O1,L1790,failed,9.67,2025-04-28T04:33:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C8612,A006,O1,L1712,no_answer,8.83,2025-04-28T21:33:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C3209,A006,O1,L1064,no_answer,14.11,2025-04-28T01:15:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C4302,A010,O3,L1044,connected,8.67,2025-04-28T01:25:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C6080,A011,O1,L1527,no_answer,5.88,2025-04-28T18:32:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C5150,A016,O1,L1037,connected,9.68,2025-04-28T09:45:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C1783,A012,O3,L1886,failed,6.93,2025-04-28T09:19:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C7029,A004,O3,L1447,no_answer,8.23,2025-04-28T15:00:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C6554,A013,O1,L1997,connected,14.13,2025-04-28T16:56:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C7018,A016,O1,L1946,failed,5.85,2025-04-28T02:49:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C6262,A010,O3,L1105,completed,13.59,2025-04-28T11:11:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,7.0,0.18421052631578946,8.1,1
C6021,A010,O3,L1456,no_answer,3.02,2025-04-28T05:41:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C6759,A015,O2,L1457,completed,1.13,2025-04-28T12:02:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,4.0,0.14285714285714285,8.5,1
C8126,A020,O2,L1281,completed,1.6,2025-04-28T02:33:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,7.0,0.3333333333333333,6.6,1
C6952,A013,O1,L1525,connected,0.37,2025-04-28T01:03:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C8179,A005,O3,L1035,connected,1.51,2025-04-28T02:17:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C7001,A008,O1,L1370,no_answer,10.28,2025-04-28T19:21:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C3513,A002,O1,L1695,no_answer,1.16,2025-04-28T12:39:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C8273,A012,O3,L1781,completed,4.85,2025-04-28T19:35:00,2025-04-28,Ishita,Nair,Chennai,,20,20,5.0,0.25,7.1,0
C9674,A005,O3,L1375,no_answer,12.69,2025-04-28T10:43:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C5089,A009,O3,L1983,completed,0.45,2025-04-28T00:53:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,7.0,0.2692307692307692,7.4,1
C9176,A006,O1,L1530,no_answer,12.24,2025-04-28T19:10:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C5288,A004,O3,L1793,failed,4.3,2025-04-28T15:13:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C5678,A007,O1,L1710,no_answer,1.86,2025-04-28T06:49:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C3223,A004,O3,L1873,completed,10.48,2025-04-28T15:25:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,4.0,0.14814814814814814,8.1,1
C8292,A006,O1,L1089,failed,9.47,2025-04-28T22:47:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C2063,A012,O3,L1563,failed,13.17,2025-04-28T10:14:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C3852,A006,O1,L1812,failed,11.05,2025-04-28T17:21:00,2025-04-28,Meera,Bhatia,Chennai,11:29:00,16,16,,0.0,8.8,1
C3126,A018,O1,L1626,completed,2.74,2025-04-28T02:14:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,6.0,0.17647058823529413,7.7,0
C7523,A010,O3,L1734,no_answer,11.28,2025-04-28T17:56:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C7708,A014,O3,L1843,completed,12.12,2025-04-28T04:16:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,10.0,0.3448275862068966,7.5,1
C2215,A011,O1,L1460,no_answer,14.86,2025-04-28T23:12:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C6644,A017,O2,L1131,connected,6.25,2025-04-28T04:24:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C9238,A014,O3,L1932,completed,5.64,2025-04-28T04:14:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,10.0,0.3448275862068966,7.5,1
C3507,A017,O2,L1311,connected,11.67,2025-04-28T05:31:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C4694,A011,O1,L1354,failed,5.18,2025-04-28T02:41:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C4216,A009,O3,L1650,failed,13.97,2025-04-28T04:16:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C9740,A010,O3,L1095,connected,12.89,2025-04-28T20:12:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C3526,A019,O1,L1175,failed,6.49,2025-04-28T19:14:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C1464,A002,O1,L1083,completed,11.29,2025-04-28T21:53:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,3.0,0.13636363636363635,8.2,1
C5336,A019,O1,L1666,connected,11.34,2025-04-28T19:31:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C1496,A014,O3,L1509,failed,1.64,2025-04-28T21:54:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C8912,A010,O3,L1250,no_answer,13.55,2025-04-28T10:09:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C2195,A015,O2,L1705,completed,7.63,2025-04-28T05:23:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,4.0,0.14285714285714285,8.5,1
C7809,A015,O2,L1495,no_answer,12.41,2025-04-28T06:57:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C3353,A011,O1,L1320,failed,4.87,2025-04-28T11:47:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C3142,A013,O1,L1778,failed,13.44,2025-04-28T17:34:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C2739,A018,O1,L1326,connected,5.9,2025-04-28T15:55:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C5382,A004,O3,L1460,connected,0.26,2025-04-28T04:48:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C1829,A004,O3,L1297,no_answer,13.59,2025-04-28T21:00:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C5067,A014,O3,L1985,connected,1.46,2025-04-28T11:10:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C6123,A019,O1,L1194,connected,4.86,2025-04-28T17:00:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C8648,A017,O2,L1510,failed,14.26,2025-04-28T16:58:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C2475,A001,O1,L1967,no_answer,14.26,2025-04-28T17:15:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C4944,A015,O2,L1220,failed,8.64,2025-04-28T01:39:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C5609,A002,O1,L1506,no_answer,9.51,2025-04-28T09:45:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C1133,A018,O1,L1867,completed,6.78,2025-04-28T14:42:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,6.0,0.17647058823529413,7.7,0
C1741,A012,O3,L1410,completed,5.0,2025-04-28T19:27:00,2025-04-28,Ishita,Nair,Chennai,,20,20,5.0,0.25,7.1,0
C4189,A018,O1,L1371,failed,10.12,2025-04-28T02:30:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C9261,A013,O1,L1461,failed,11.31,2025-04-28T21:16:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C2946,A020,O2,L1131,completed,11.89,2025-04-28T13:26:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,7.0,0.3333333333333333,6.6,1
C6555,A012,O3,L1571,failed,11.87,2025-04-28T04:55:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C9341,A007,O1,L1411,completed,1.46,2025-04-28T01:32:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,5.0,0.20833333333333334,7.0,1
C3245,A002,O1,L1730,failed,7.47,2025-04-28T16:10:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C8487,A017,O2,L1152,connected,0.96,2025-04-28T11:11:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C6218,A020,O2,L1166,no_answer,8.29,2025-04-28T21:02:00,2025-04-28,Sneha,Kulkarni,Delhi,09:50:00,21,21,,0.0,6.6,1
C6511,A010,O3,L1519,no_answer,6.68,2025-04-28T19:12:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C8780,A010,O3,L1835,completed,13.33,2025-04-28T12:34:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,7.0,0.18421052631578946,8.1,1
C2795,A011,O1,L1426,failed,5.33,2025-04-28T23:29:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C8775,A001,O1,L1271,connected,1.84,2025-04-28T01:45:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C8871,A019,O1,L1174,no_answer,2.23,2025-04-28T05:02:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C1517,A008,O1,L1586,completed,11.45,2025-04-28T06:30:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,7.0,0.2692307692307692,6.2,1
C8225,A001,O1,L1321,no_answer,9.31,2025-04-28T05:10:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,6.8,1
C4340,A014,O3,L1420,no_answer,1.61,2025-04-28T02:07:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C9498,A005,O3,L1212,failed,1.35,2025-04-28T22:36:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C9609,A016,O1,L1385,failed,10.54,2025-04-28T05:54:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C9734,A015,O2,L1350,failed,1.18,2025-04-28T23:04:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C8932,A009,O3,L1196,connected,12.35,2025-04-28T09:31:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C5890,A018,O1,L1230,failed,10.62,2025-04-28T09:51:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C9011,A007,O1,L1324,no_answer,1.31,2025-04-28T11:54:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C5480,A018,O1,L1294,completed,1.36,2025-04-28T19:34:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,6.0,0.17647058823529413,7.7,0
C7220,A018,O1,L1917,no_answer,14.8,2025-04-28T11:46:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C5758,A005,O3,L1043,failed,5.68,2025-04-28T02:41:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C8247,A012,O3,L1671,failed,5.62,2025-04-28T16:21:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C4310,A007,O1,L1847,failed,12.21,2025-04-28T19:11:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C3249,A009,O3,L1111,connected,14.21,2025-04-28T08:16:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C9700,A002,O1,L1231,connected,14.79,2025-04-28T01:47:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C7771,A004,O3,L1338,no_answer,11.33,2025-04-28T03:25:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C1084,A005,O3,L1987,connected,5.71,2025-04-28T13:53:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C8822,A016,O1,L1666,connected,1.34,2025-04-28T09:48:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C5676,A011,O1,L1661,completed,11.68,2025-04-28T03:03:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,5.0,0.22727272727272727,9.1,1
C4804,A019,O1,L1547,completed,8.42,2025-04-28T05:58:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,6.0,0.23076923076923078,7.1,1
C3880,A014,O3,L1956,completed,6.42,2025-04-28T13:33:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,10.0,0.3448275862068966,7.5,1
C4052,A016,O1,L1959,failed,13.6,2025-04-28T01:16:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C5888,A001,O1,L1581,completed,1.76,2025-04-28T11:26:00,2025-04-28,Ayaan,Mehra,Bangalore,11:58:00,20,20,2.0,0.1,6.8,1
C8444,A010,O3,L1656,no_answer,7.44,2025-04-28T04:34:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C8668,A017,O2,L1279,connected,0.27,2025-04-28T03:50:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C3662,A011,O1,L1748,no_answer,7.08,2025-04-28T22:07:00,2025-04-28,Tanishq,Singh,Chennai,11:08:00,22,22,,0.0,9.1,1
C4050,A009,O3,L1014,failed,0.94,2025-04-28T10:04:00,2025-04-28,Kabir,Malhotra,Bangalore,11:46:00,26,25,,0.0,7.4,1
C6372,A017,O2,L1088,no_answer,1.85,2025-04-28T22:50:00,2025-04-28,Aditya,Rao,Mumbai,08:57:00,20,19,,0.0,6.7,1
C4027,A004,O3,L1143,no_answer,9.77,2025-04-28T11:02:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C1111,A008,O1,L1267,no_answer,11.22,2025-04-28T08:02:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,,0.0,6.2,1
C5374,A015,O2,L1976,failed,8.79,2025-04-28T10:18:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C1187,A019,O1,L1267,failed,14.44,2025-04-28T23:38:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C2017,A008,O1,L1683,completed,5.69,2025-04-28T15:53:00,2025-04-28,Sana,Iyer,Mumbai,09:31:00,26,26,7.0,0.2692307692307692,6.2,1
C3616,A010,O3,L1415,failed,4.36,2025-04-28T23:33:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C5833,A004,O3,L1376,connected,13.04,2025-04-28T07:28:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,,0.0,8.1,1
C8834,A005,O3,L1156,no_answer,3.43,2025-04-28T20:40:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C7813,A012,O3,L1718,no_answer,14.45,2025-04-28T18:20:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C5054,A007,O1,L1696,completed,0.28,2025-04-28T17:56:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,5.0,0.20833333333333334,7.0,1
C9653,A015,O2,L1720,failed,14.55,2025-04-28T02:39:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C2838,A019,O1,L1063,connected,0.74,2025-04-28T19:32:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C3455,A018,O1,L1168,failed,13.38,2025-04-28T17:45:00,2025-04-28,Tara,Sethi,Bangalore,,34,33,,0.0,7.7,0
C2904,A015,O2,L1696,connected,7.96,2025-04-28T19:54:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C3161,A015,O2,L1525,no_answer,1.2,2025-04-28T15:35:00,2025-04-28,Neil,Saxena,Chennai,08:05:00,28,27,,0.0,8.5,1
C1945,A019,O1,L1572,no_answer,8.35,2025-04-28T22:57:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C1356,A010,O3,L1405,failed,14.54,2025-04-28T00:06:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C2196,A007,O1,L1046,no_answer,7.89,2025-04-28T11:45:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C9866,A003,O1,L1061,completed,9.48,2025-04-28T16:06:00,2025-04-28,Rohan,Verma,Mumbai,10:24:00,21,21,8.0,0.38095238095238093,7.2,1
C5703,A002,O1,L1418,connected,10.47,2025-04-28T04:37:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C7135,A014,O3,L1912,no_answer,6.87,2025-04-28T15:18:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C7154,A013,O1,L1082,connected,9.45,2025-04-28T22:18:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C2943,A012,O3,L1182,no_answer,8.81,2025-04-28T18:03:00,2025-04-28,Ishita,Nair,Chennai,,20,20,,0.0,7.1,0
C4648,A005,O3,L1854,completed,13.53,2025-04-28T00:46:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,4.0,0.14285714285714285,7.2,0
C8585,A010,O3,L1689,no_answer,0.78,2025-04-28T18:09:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C4762,A013,O1,L1253,no_answer,4.29,2025-04-28T11:48:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C5516,A005,O3,L1193,completed,14.26,2025-04-28T01:05:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,4.0,0.14285714285714285,7.2,0
C1256,A014,O3,L1246,connected,13.36,2025-04-28T02:17:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C1550,A004,O3,L1457,completed,6.89,2025-04-28T08:21:00,2025-04-28,Anika,Sharma,Bangalore,08:13:00,27,27,4.0,0.14814814814814814,8.1,1
C7590,A002,O1,L1449,connected,9.34,2025-04-28T18:25:00,2025-04-28,Diya,Kapoor,Delhi,10:05:00,22,22,,0.0,8.2,1
C1924,A007,O1,L1143,failed,4.23,2025-04-28T07:59:00,2025-04-28,Aryan,Deshmukh,Bangalore,08:36:00,24,23,,0.0,7.0,1
C6224,A019,O1,L1591,failed,2.9,2025-04-28T08:05:00,2025-04-28,Arnav,Jain,Chennai,11:43:00,26,26,,0.0,7.1,1
C3347,A010,O3,L1676,connected,7.01,2025-04-28T14:06:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C5508,A010,O3,L1062,connected,5.36,2025-04-28T21:22:00,2025-04-28,Nisha,Reddy,Mumbai,11:11:00,38,38,,0.0,8.1,1
C9120,A014,O3,L1048,failed,8.8,2025-04-28T21:57:00,2025-04-28,Pooja,Menon,Mumbai,11:05:00,29,29,,0.0,7.5,1
C9592,A013,O1,L1326,no_answer,1.26,2025-04-28T13:56:00,2025-04-28,Vivaan,Chatterjee,Delhi,10:01:00,22,22,,0.0,6.9,1
C5913,A005,O3,L1385,connected,14.62,2025-04-28T18:21:00,2025-04-28,Kunal,Joshi,Bangalore,,28,27,,0.0,7.2,0
C4948,A016,O1,L1869,connected,14.79,2025-04-28T10:15:00,2025-04-28,Kriti,Das,Delhi,09:05:00,19,19,,0.0,8.6,1
C0001,A001,O1,L1636,completed,11.42,2025-04-29T02:30:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0002,A001,O1,L1408,completed,5.44,2025-04-29T09:30:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0003,A001,O1,L1250,no_answer,7.89,2025-04-29T20:51:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0004,A001,O1,L1797,completed,7.98,2025-04-29T07:29:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0005,A001,O1,L1305,completed,13.95,2025-04-29T14:18:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0006,A001,O1,L1970,connected,3.85,2025-04-29T02:55:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0007,A001,O1,L1461,completed,1.45,2025-04-29T09:56:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0008,A001,O1,L1473,no_answer,13.17,2025-04-29T01:51:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0009,A001,O1,L1726,connected,8.37,2025-04-29T10:36:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0010,A001,O1,L1922,completed,9.99,2025-04-29T23:07:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0011,A001,O1,L1932,completed,1.5,2025-04-29T09:46:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0012,A001,O1,L1879,connected,12.81,2025-04-29T04:26:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0013,A001,O1,L1015,completed,5.84,2025-04-29T08:07:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0014,A001,O1,L1490,completed,10.47,2025-04-29T14:33:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0015,A001,O1,L1764,no_answer,8.9,2025-04-29T05:59:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0016,A001,O1,L1220,connected,9.28,2025-04-29T18:43:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0017,A001,O1,L1967,no_answer,14.26,2025-04-29T17:15:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0018,A001,O1,L1271,connected,1.84,2025-04-29T01:45:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,,0.0,8.4,1
C0019,A001,O1,L1321,completed,9.31,2025-04-29T05:10:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0020,A001,O1,L1581,completed,9.87,2025-04-29T11:26:00,2025-04-29,Ayaan,Mehra,Bangalore,11:58:00,20,20,11.0,0.55,8.4,1
C0021,A002,O1,L1598,completed,5.67,2025-04-29T17:09:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,4.0,0.17391304347826086,8.0,1
C0022,A002,O1,L1227,connected,11.59,2025-04-29T15:42:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0023,A002,O1,L1566,failed,2.26,2025-04-29T23:48:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0024,A002,O1,L1152,failed,11.45,2025-04-29T02:54:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0025,A002,O1,L1295,failed,12.55,2025-04-29T23:59:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0026,A002,O1,L1752,failed,3.47,2025-04-29T20:36:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0027,A002,O1,L1481,no_answer,10.39,2025-04-29T09:29:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0028,A002,O1,L1090,failed,1.79,2025-04-29T08:36:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0029,A002,O1,L1807,no_answer,3.74,2025-04-29T01:08:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0030,A002,O1,L1504,completed,9.72,2025-04-29T03:19:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,4.0,0.17391304347826086,8.0,1
C0031,A002,O1,L1222,no_answer,13.73,2025-04-29T15:10:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0032,A002,O1,L1759,no_answer,4.82,2025-04-29T17:57:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0033,A002,O1,L1308,no_answer,14.05,2025-04-29T21:57:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0034,A002,O1,L1209,failed,8.19,2025-04-29T07:12:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0035,A002,O1,L1519,completed,4.91,2025-04-29T10:35:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,4.0,0.17391304347826086,8.0,1
C0036,A002,O1,L1559,failed,0.5,2025-04-29T21:56:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
C0037,A002,O1,L1695,no_answer,1.16,2025-04-29T12:39:00,2025-04-29,Diya,Kapoor,Delhi,10:05:00,23,23,,0.0,8.0,1
